domain,ecotype,asn,country,http_status,publishers,file_formats,download_hosts,title_count,severity,active,latest_year,is_piracy
cygames-umamusume.es.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.gr.aptoide.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.hu.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.id.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; IPA,,9,4,True,2026,True
cygames-umamusume.in.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.ir.aptoide.com,unclassified,,,OK,Nintendo; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,ROM,,9,4,True,2026,True
cygames-umamusume.it.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.jp.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.kr.aptoide.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.mm.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.mr.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.my.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.nl.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.pa.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Activision; Konami,ISO; ROM,,9,4,True,2026,False
cygames-umamusume.pl.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.pt.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.ro.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.rs.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,repack; ISO; ROM; APK,,9,5,True,2026,True
cygames-umamusume.ru.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.th.aptoide.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.tr.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.ua.aptoide.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames-umamusume.vn.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
cygames.com,unclassified,AS16509,US,OK,Activision,,,0,3,True,2026,False
cytu.be,unclassified,AS13335,US,OK,Nintendo; EA; Activision; Rockstar; Bethesda; Sega,,,0,3,True,2025,True
czech-slovak-namedays-widget.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,APK,,5,4,True,2026,True
da.safetydetectives.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Konami,repack; ISO,,11,5,True,2026,True
da.vpnmentor.com,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Sega; CD Projekt; Valve,ISO,,6,4,True,2026,True
da.wikipedia.org,unclassified,,,OK,Nintendo; Ubisoft; Activision; Sega; Konami; Valve,,,0,4,True,2026,True
da.y8.com,unclassified,,,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Bandai Namco; Konami; CD Projekt; 2K Games,,,7,4,True,2026,True
daemon-tools.download-windows.org,unclassified,AS210644,CH,OK,Nintendo; Sony; CD Projekt,torrent,,1,4,True,2025,True
daily-free-mb-free-25-gb-3g-4g-internet-data.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Rockstar; Konami; Valve,APK,,5,4,True,2026,True
dailymotion.com,unclassified,AS41690,FR,OK,Nintendo; Capcom; Sony; Ubisoft; Activision; Rockstar; Konami; Valve,,,35,4,True,2026,False
daominhha.net,unclassified,AS13335,US,OK,Square Enix; Capcom; Sony; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; FromSoftware,,,0,4,True,2026,True
darckrepacks.com,repack,AS43350,NL,OK,,repack,,0,2,False,,True
dark-avenger.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
data-load.me,unclassified,AS13335,US,OK,Nintendo; Activision; Bethesda,DDL,rapidgator.net,1,4,True,2026,False
datanodes.to,unclassified,AS13335,US,OK,Activision; Konami,,,2,1,False,2024,False
datetimecalculator.net,unclassified,AS16509,US,OK,Square Enix; Sony; Activision; Rockstar; Konami,,,3,4,True,2026,False
dats.site,unclassified,AS24940,DE,OK,Nintendo; Ubisoft; Activision; Bandai Namco; Sega; Konami,,,0,4,True,2026,True
days-gone-download.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,5,4,True,2026,True
days.to,unclassified,AS13335,US,OK,Capcom,,,0,1,False,,False
dbtorrent.games,torrent,AS13335,US,OK,Nintendo; Square Enix; Rockstar; Bandai Namco; Sega; Konami; FromSoftware; 2K Games,torrent,,0,5,True,2026,True
ddl-warez.to,DDL,AS395954,US,OK,,,,0,1,False,,True
ddooo.com,unclassified,,,OK,Nintendo; Square Enix; Ubisoft; Activision; Rockstar; Sega; Valve,,,2,4,True,2026,True
de.freedownloadmanager.org,unclassified,AS63949,US,OK,Square Enix; Capcom; Activision; Rockstar; Sega; Konami,,,11,4,True,2026,True
de.game8global.gg,unclassified,AS16509,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bethesda; Bandai Namco; Sega; Konami; CD Projekt; FromSoftware; 2K Games,,,1,4,True,2026,True
de.itopvpn.com,unclassified,AS14618,US,OK,Square Enix; Activision; Rockstar,,,5,4,True,2026,True
de.minecraft.wiki,unclassified,AS13335,US,OK,Nintendo; Activision; Sega; Valve,,,1,4,True,2026,True
de.moddroid.com,unclassified,AS13335,US,OK,Square Enix; Capcom; Activision; Rockstar; Sega,APK,,0,4,True,2026,True
de.safetydetectives.com,unclassified,AS13335,US,OK,Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Konami,repack; ISO,,11,5,True,2026,True
de.savefrom.net,ROM,AS13335,US,OK,Nintendo; Square Enix; Activision; Rockstar,APK,,6,4,True,2026,False
de.vpnmentor.com,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Activision; Rockstar; Sega; CD Projekt,ISO,,6,4,True,2026,True
de.wikipedia.org,unclassified,,,OK,Square Enix; Activision; Sega; Konami; Valve,,,0,4,True,2026,True
de.y8.com,unclassified,,,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Bandai Namco; Sega; Konami; CD Projekt; 2K Games,,,6,4,True,2026,True
dead-by-daylight-mobile-ios.soft112.com,mobile,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
dead-by-daylight-mobile.soft112.com,mobile,,,OK,Square Enix; Capcom; Activision; Sega; Konami; Valve,,,5,4,True,2026,True
dead-by-daylight.en.download.it,unclassified,AS13335,US,OK,,,,3,1,False,,False
dead-by-daylight.en.softonic.com,unclassified,,,EMPTY,,,,0,0,False,,False
deadbydaylight.fandom.com,unclassified,,,OK,Capcom; Activision,,,0,1,False,,False
deadbydaylightthepiratebaytorrent.wordpress.com,torrent,,,OK,Nintendo; Ubisoft; Activision; Sega,,,0,3,True,,True
deaths-gambit-afterlife.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,8,4,True,2026,True
debrid-link.com,unclassified,AS16276,FR,OK,,DDL,,3,3,True,2026,True
debrid-link.fr,unclassified,AS16276,FR,OK,,DDL,,3,3,True,2026,True
debridhub.com,unclassified,AS13335,US,OK,Activision,DDL,send.cm,2,3,True,2026,False
debridleech.com,torrent,AS13335,US,OK,Sega,DDL,mega.nz; mediafire.com; gofile.io; 1fichier.com; rapidgator.net; pixeldrain.com; uploadhaven.com; send.cm; katfile.com; nitroflare.com,2,3,True,2026,False
deccanherald.com,unclassified,AS14618,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Bethesda; Bandai Namco; Sega; Konami; 2K Games; Valve,ROM; APK,,14,4,True,2026,True
deer-hunter-reloaded.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
deev.is,unclassified,AS13335,US,OK,,,,1,1,False,,False
delaney-zwave-smarthome-ios.soft112.com,mobile,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
deluge-torrent.org,torrent,AS3701,US,OK,Activision; Konami,,,1,3,True,2026,False
democreator.wondershare.com,unclassified,,,OK,Square Enix; Capcom; Sony; Ubisoft; Activision; Sega,,,6,3,True,,True
demogist.com,unclassified,AS22612,US,OK,Nintendo; Square Enix; Sony; EA; Activision; Konami; Microsoft,,,2,4,True,2026,False
demons-roots.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,7,4,True,2026,True
depositphotos.com,unclassified,AS35415,US,OK,Nintendo; Square Enix; Sony; Ubisoft; Activision; Sega; Konami; CD Projekt,,,2,4,True,2026,True
descargasdiversas.blogspot.com,unclassified,,,OK,Nintendo; Ubisoft; Activision; Sega; Konami,ROM,,1,4,True,2026,False
designerblogs.com,unclassified,AS13335,US,OK,Nintendo; Sony; Activision; Rockstar; Sega,PKG,,7,4,True,2026,False
destructoid.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; Ubisoft; Activision; Rockstar; Bethesda; CD Projekt; Valve,,,6,4,True,2026,True
detail.tmall.com,unclassified,,,OK,Activision; Valve,repack,,1,2,False,,True
developer.idcgames.com,unclassified,AS16276,FR,OK,Sony; Activision; Konami; Microsoft,,,1,2,False,,True
deviantart.com,unclassified,AS16509,US,OK,Nintendo; Square Enix; Capcom; Sony; Ubisoft; Activision; Sega; Konami; CD Projekt,ISO,,33,4,True,2026,True
device-manager.en.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
devlight.io,unclassified,AS13335,US,OK,Nintendo; Activision; Konami; CD Projekt,,,7,3,True,2025,True
dfndr-antivirus-booster-and-cleaner.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games,ISO; APK,,6,4,True,2026,True
dialed.gg,unclassified,AS16509,US,OK,Nintendo; Sony; Ubisoft; Activision; Sega,,,5,4,True,2026,False
dicebreaker.com,unclassified,AS54113,US,OK,Nintendo; Sony; Activision; Rockstar; Bethesda; Sega; Konami; CD Projekt,,,0,4,True,2026,True
digital-wellbeing.en.aptoide.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega,ISO; ROM; APK,,9,4,True,2026,True
digitalcitizen.life,unclassified,AS13335,US,OK,Capcom,ROM,,0,1,False,,False
digitalfoundry.net,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bethesda; Sega; Konami; FromSoftware; Microsoft,ROM,,1,4,True,2026,False
digitallydownloaded.net,unclassified,AS55803,AU,OK,Nintendo; Square Enix; Capcom; Ubisoft; Activision; Rockstar,ROM,,5,4,True,2026,True
dimitris.tech,unclassified,AS46606,US,EMPTY,,,,0,0,False,,False
disboard.org,unclassified,,,OK,Capcom,,,0,1,False,,False
discadia.com,unclassified,AS30456,US,OK,,,,0,1,False,,False
discord.me,unclassified,AS13335,US,OK,Capcom,,,0,1,False,,False
discordservers.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; Valve,,,1,4,True,2026,True
discourse.org,unclassified,AS16509,US,OK,Nintendo; Activision; CD Projekt; Valve,,,2,4,True,2026,True
discover.commoninja.com,unclassified,AS13335,US,OK,Sony; EA; Ubisoft; Activision; Sega; Konami,ISO,,7,4,True,2026,False
diskwala.en.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Ubisoft; Activision; Rockstar; Konami,,,15,4,True,2026,True
dixgames.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; Ubisoft; Activision; Bandai Namco; Sega; FromSoftware,,,0,4,True,2026,True
dl.3dmgame.com,unclassified,,,EMPTY,,,,0,0,False,,False
dl.iplaysoft.com,unclassified,,,OK,Sony; Activision; Rockstar,,,0,4,True,2026,True
dlgames.fun,unclassified,,,EMPTY,,,,0,0,False,,False
dlpsgame.com,unclassified,AS13335,US,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar,DDL,,5,4,True,2026,True
dlxbgame.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Konami; 2K Games,repack,,4,4,True,2024,True
dlxbgame.com.atlaq.com,unclassified,AS13335,US,OK,EA; Activision; Rockstar; Konami; 2K Games,,,8,2,False,2023,True
dmca.com,unclassified,AS8075,US,OK,Nintendo; Capcom; Activision; Rockstar; Sega; Konami,ISO,,12,4,True,2026,False
dmgtoiso.com,ROM,AS63949,US,OK,Konami,,,3,1,False,,True
do-now-focused-timeboxing.soft112.com,unclassified,,,OK,Square Enix; Capcom; Ubisoft; Activision; Sega; Konami; Valve,,,5,4,True,2026,True
do.ebay.com,unclassified,,,OK,Nintendo; Ubisoft; Activision; Sega; Konami; 2K Games,,,1,4,True,2026,True
doc.y8.com,unclassified,,,OK,Square Enix; EA; Ubisoft; Bandai Namco; Konami; 2K Games,,,0,3,True,,True
docker-swarm-manager.rosepoint.com,unclassified,AS14061,US,EMPTY,,,,0,0,False,,False
dodi-repacks.com.de,repack,,,EMPTY,,,,0,0,False,,False
doesarpejim.wordpress.com,unclassified,,,OK,Nintendo; Activision; 2K Games,ISO,,0,3,True,,True
dolphin-emu.org,unclassified,AS60362,FR,OK,Nintendo; Ubisoft; Activision; Sega,,,2,4,True,2026,True
dolphin-emu.ru,unclassified,AS16276,FR,OK,Nintendo; Activision; Rockstar,,,1,3,True,2025,False
dolphin-emulator.en.uptodown.com,ROM,,,OK,Nintendo; Square Enix; Capcom; Sony; Activision; Rockstar; Konami,,,10,4,True,2026,False
dolphin-emulator.ru.uptodown.com,ROM,,,OK,Nintendo; Square Enix; Capcom; Sony; Activision; Rockstar; Konami,,,10,4,True,2026,False
dolphin-emulator.uptodown.com,ROM,,,OK,Nintendo; Square Enix; Capcom; Sony; Activision; Rockstar; Sega; Konami,,,10,4,True,2026,True
doovu.com,unclassified,,,OK,Nintendo; Activision,,,4,2,True,2024,True
dopdf.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,3,4,True,2026,True
dorcelvision.com,unclassified,AS16276,FR,OK,Square Enix; Activision; Konami,,,0,4,True,2026,False
dosgames.com,unclassified,AS13335,US,OK,Capcom; Activision; Rockstar; Bethesda,,,4,4,True,2026,True
dotesports.com,unclassified,AS13335,US,OK,,,,3,1,False,,False
doujinstyle.com,unclassified,AS53667,US,OK,Nintendo; Capcom; Activision,,,2,4,True,2026,True
down-cs.su,unclassified,AS13335,US,OK,Activision; Rockstar; Bethesda; Konami; Valve,,,2,4,True,2026,True
down.ali213.net,unclassified,,,OK,Nintendo; EA; Ubisoft; Activision; Rockstar; Bethesda; Bandai Namco; Sega; Konami; CD Projekt; FromSoftware; 2K Games; Microsoft,,,0,4,True,2026,False
down.gamersky.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bethesda; Sega; Konami; CD Projekt; FromSoftware; 2K Games; Microsoft; Valve,,,0,4,True,2026,False
downarchive.org,unclassified,AS13335,US,OK,Capcom; Ubisoft; Activision,DDL,rapidgator.net; nitroflare.com,4,4,True,2026,True
downgames.one,unclassified,AS40034,VG,EMPTY,,,,0,0,False,,False
download-free-games.com,unclassified,AS14618,US,OK,Nintendo; Square Enix; Sony; EA; Activision; Sega; Konami; 2K Games; Valve,ISO,,6,4,True,2026,True
download-games.site,unclassified,AS133618,AU,OK,,,,0,2,True,,False
download-software.ru,unclassified,AS9123,RU,OK,Activision,,,0,1,False,,True
download-windows.org,unclassified,AS210644,CH,OK,Sony; Activision,,,3,2,True,2025,True
download-zaycev.net,unclassified,AS59729,BG,OK,Nintendo; Sony; Activision; Konami,torrent,,1,5,True,2026,False
download.battle.net,unclassified,AS16509,US,OK,Square Enix; Activision,,,0,1,False,,False
download.cnet.com,unclassified,,,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Valve,,,16,4,True,2026,True
download.com.vn,unclassified,AS45899,VN,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Bandai Namco,ISO,,0,4,True,2026,False
download.csdn.net,unclassified,,,OK,Activision,,,0,1,False,,False
download.file-hunter.com,unclassified,,,OK,Capcom; Activision,APK; torrent,,1,4,True,2026,True
download.freedownloadmanager.org,unclassified,AS63949,US,OK,Capcom; Activision; Rockstar; Konami,,,1,4,True,2026,True
download.pchome.net,unclassified,,,ERROR,,,,0,0,False,,False
downloadablecalendar.com,unclassified,,,OK,Capcom; Activision; Rockstar; Sega; Konami,,,1,4,True,2026,False
downloadbytes.com,unclassified,AS14061,US,OK,Capcom; Ubisoft; Activision; Rockstar; 2K Games,,,3,4,True,2026,True
downloadcounterstrike16.com,unclassified,AS211701,BZ,OK,Sony; Ubisoft; Activision; Rockstar; Valve,ISO,,2,4,True,2026,True
downloadcrew.com,unclassified,AS21499,DE,OK,Nintendo,,,3,3,True,2026,True
downloadcrewstore.com,unclassified,AS21499,DE,OK,Nintendo; Activision,,,6,3,True,2026,True
downloadeasytools.com,unclassified,,,EMPTY,,,,0,0,False,,False
downloader.now,unclassified,AS13335,US,OK,Ubisoft; Activision; Sega; Konami,ISO; DDL,send.cm,2,2,False,,True
downloadervrfj.web.app,unclassified,AS54113,US,OK,Capcom; EA; Activision; Valve,,,3,2,False,,False
downloadgameps3.com,unclassified,AS13335,US,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar,DDL,,5,4,True,2026,True
downloadgameps3.net,unclassified,AS13335,US,OK,Nintendo; Activision,,,1,1,False,,False
downloadgamesusingrapidgatorpremiumaccounts.wordpress.com,DDL,,,OK,Nintendo; Ubisoft; Activision; Sega; Valve,DDL,,5,3,True,,True
downloadgamexbox.com,unclassified,AS13335,US,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Konami; 2K Games,repack,,4,4,True,2024,True
downloadgamz.com,unclassified,AS15169,US,OK,Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; CD Projekt; 2K Games; Microsoft; Valve,repack; ISO,,2,4,True,2025,True
downloadgeral.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; Activision; Rockstar; Bethesda; Konami; CD Projekt,APK; DDL,mega.nz; mediafire.com; pixeldrain.com,1,4,True,2026,False
downloadpcgames88.xyz,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; EA; Activision; Rockstar; Bandai Namco,,,0,4,True,2026,True
downloadpcgamesandsowftware.blogspot.com,unclassified,,,OK,Nintendo; EA; Activision; Rockstar,ISO,,9,4,True,2026,True
downloads.digitaltrends.com,unclassified,,,EMPTY,,,,0,0,False,,False
downloads.khinsider.com,unclassified,AS63949,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; Microsoft; Valve,,,0,4,True,2026,True
downloads.offidocs.com,unclassified,AS24940,DE,OK,Square Enix; Capcom; Activision; Konami,,,2,3,True,2025,False
downloads.unido.org,unclassified,AS13335,US,OK,,,,0,1,False,,False
downloadtanku.me,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Activision; Rockstar; Bandai Namco; Sega; Konami,repack; DDL,mega.nz,1,5,True,2026,True
downloadumamusumeprettyderbywinninglive01.wordpress.com,unclassified,,,OK,Nintendo; Activision,,,0,2,True,,True
downxia.com,unclassified,,,EMPTY,,,,0,0,False,,False
dqb-2.fandom.com,unclassified,,,OK,Capcom,,,0,1,False,,False
dragonquest.square-enix-games.com,unclassified,,,OK,Square Enix; Capcom; Activision; Rockstar; Sega; Konami,,,0,2,False,,False
draw-climber.en.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
dream-league-soccer-2017.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
dream-league-soccer-2020.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
dream-swing.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
dreamcast-talk.com,ROM,AS13335,US,OK,Capcom,,,0,1,False,,False
drfone.wondershare.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; Sony; Ubisoft; Activision; Sega; Konami,,,4,3,True,2025,True
drive-4-survival.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
drive.game,unclassified,AS15967,PL,OK,Nintendo; Sony; Ubisoft; Activision; Konami,ISO,,2,4,True,2026,False
drive.google.com,unclassified,,,OK,Nintendo; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,ROM,,1,2,False,,False
driver-booster-free.download-windows.org,unclassified,AS210644,CH,OK,Nintendo; Sony; CD Projekt,,,1,3,True,2025,False
drivereasy.com,unclassified,AS16276,CA,ERROR,,,,0,0,False,,False
driverpack-solution.download-windows.org,unclassified,AS210644,CH,OK,Nintendo; Sony; CD Projekt,ISO; torrent,,1,4,True,2025,True
drop.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
drop.apkcafe-ir.com,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
drop.apkcafe.in,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
ds4-windows.com,unclassified,AS13335,US,OK,Nintendo; Sony; Activision; Rockstar,,,5,4,True,2026,True
ds4windows.en.lo4d.com,unclassified,AS13213,US,OK,Nintendo; Activision; Rockstar; Microsoft,,,1,4,True,2026,True
du-browser-browse-fast-and-fun.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; Activision; Rockstar; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
dualshockers.com,unclassified,,,EMPTY,,,,0,0,False,,False
dungeon-hunter-4.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
dunk-city-dynasty.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
duotegame.com,unclassified,AS137697,CN,ERROR,,,,0,0,False,,False
ea-sports-fifa-18-companion.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; CD Projekt; 2K Games; Valve,ISO; APK,,4,4,True,2026,True
easeus.com,unclassified,AS16509,US,OK,Square Enix; Capcom; Activision; Sega; Konami,ISO,,21,4,True,2026,False
easy-mass-mailer.software.informer.com,unclassified,AS13335,US,OK,Capcom; Activision; Rockstar; Konami,,,0,4,True,2026,True
ebay.com,unclassified,AS20940,US,OK,Ubisoft; Activision; 2K Games,,,0,4,True,2026,False
ebay.es,unclassified,AS20940,US,OK,Nintendo; Ubisoft; Activision; Bandai Namco; Sega; Konami,,,10,4,True,2026,True
ebook3000.biz,unclassified,AS55286,CA,OK,,,,0,1,False,,False
ebookee.me,unclassified,,,EMPTY,,,,0,0,False,,False
ebooksyard.com,unclassified,AS13335,US,OK,Nintendo; Square Enix; EA; Ubisoft; Activision; Rockstar; Sega; Konami,,,0,4,True,2026,False
ec.ebay.com,unclassified,,,OK,Nintendo; Square Enix; Ubisoft; Activision; Sega; Konami; 2K Games,,,1,4,True,2026,True
edebiyyat-ucoz-com.mutawakkil.com,unclassified,AS14061,US,OK,Activision; Rockstar,repack,,5,3,True,2025,True
editor.construct.net,unclassified,AS13335,US,OK,Activision; Sega; Konami,,,2,4,True,2026,True
edjing-free-dj-mix-rec-studio.soft112.com,unclassified,,,OK,Square Enix; Capcom; EA; Activision; Konami; Valve,,,4,4,True,2026,True
edraw.ai,unclassified,AS14618,US,OK,Nintendo; Square Enix; Capcom; Sony; Activision; Sega; Konami,ISO,,4,4,True,2026,True
edraw.wondershare.com.ru,unclassified,,,OK,Sony; Activision; Sega; Konami,ISO,,3,3,True,2025,True
edrawmax.wondershare.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,ISO,,7,4,True,2026,True
edrawmind.wondershare.com,unclassified,,,OK,Square Enix; Activision; Sega; Konami,ISO,,4,4,True,2026,True
