domain,ecotype,asn,country,http_status,publishers,file_formats,download_hosts,title_count,severity,active,latest_year,is_piracy
0.torrentoyunindir.com,torrent,AS13335,US,OK,Capcom,NSP/XCI; torrent,,0,2,False,,True
0777sz.com,unclassified,AS13335,US,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Sega; Konami,APK,,0,4,True,2026,True
10-windows.ru,unclassified,AS198610,RU,OK,Sony; Activision; Valve,,,0,4,True,2026,True
100-downloads.com,unclassified,AS30633,US,OK,EA; Ubisoft; Activision; Rockstar; Konami; Valve,,,0,4,True,2026,True
100-gb-free-cloud-storage-drive-from-degoo.apk.cafe,ROM,AS60144,LV,OK,Nintendo; Capcom; Activision; Rockstar; Sega; Konami; 2K Games,ISO; APK,,4,4,True,2026,True
100-in-1-games.ru.malavida.com,unclassified,,,OK,Nintendo; Square Enix; Capcom; Activision,,,3,4,True,2026,False
100-in-1-games.soft112.com,unclassified,,,OK,Square Enix; Capcom; EA; Activision; Konami; Valve,,,5,4,True,2026,True
100-in-1-games.softonic.ru,unclassified,,,EMPTY,,,,0,0,False,,False
1000-followers-get-likes.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Rockstar; Konami; Valve,,,5,4,True,2026,True
101-in-1-games.ru.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Konami,,,10,2,False,,False
101-in-1-games.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Sega; Konami,,,10,2,False,,True
10212410.gig-games.net,unclassified,,,EMPTY,,,,0,0,False,,False
10deaddoves.com,unclassified,AS395409,US,OK,Sega,,,3,1,False,,False
123freebrushes.com,unclassified,AS13335,US,OK,Sony; Activision; Valve,,,0,4,True,2026,True
123freevectors.com,unclassified,AS13335,US,OK,Sony; Activision; Rockstar,,,4,4,True,2026,True
123movies.website,unclassified,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; Ubisoft; Activision; Bethesda; Sega; Konami; CD Projekt; 2K Games,,,11,4,True,2026,True
130326.tartugi.site,unclassified,AS216071,AE,EMPTY,,,,0,0,False,,False
1337x.proxyninja.org,torrent,AS13335,US,OK,Capcom,,,0,1,False,,False
1337xto.to,torrent,AS13335,US,OK,Capcom,,,1,1,False,,True
1337xx.to,torrent,AS13335,US,OK,Capcom,,,1,1,False,2024,True
1377x.to,unclassified,,,OK,Capcom,,,1,1,False,2024,True
1945-air-forces.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,6,4,True,2026,True
1964-n64-emulator.cn.uptodown.com,ROM,,,OK,Nintendo; Square Enix; Capcom; Sony; Activision; Rockstar; Sega; Konami,,,6,2,False,,False
1964-n64-emulator.uptodown.com,ROM,,,OK,Nintendo; Square Enix; Capcom; Sony; EA; Activision; Rockstar; Sega; Konami; Microsoft,,,9,2,False,,True
1hack.us,unclassified,AS13335,US,OK,Ubisoft; Activision; Rockstar,,,0,4,True,2026,True
1k-subscribers.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,APK,,5,4,True,2026,True
1progs.ru,unclassified,AS204601,NL,OK,Nintendo; Ubisoft; Activision; Rockstar; Sega,,,1,4,True,2026,False
2023game.com,unclassified,,,OK,,,,1,1,False,,False
20minutes.fr,unclassified,AS16509,US,OK,Nintendo; Square Enix; EA; Ubisoft; Activision; Konami; Valve,,,10,4,True,2026,False
21c382906www.lafa.site,unclassified,AS13335,US,OK,Capcom,,,0,1,False,,False
247blackjack.com,unclassified,AS16509,US,OK,Ubisoft; Activision; Rockstar; Sega; Konami,,,16,2,False,2024,True
247checkers.com,unclassified,AS16509,US,OK,Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami,,,16,2,False,,True
247chess.com,unclassified,AS16509,US,OK,Sony; Ubisoft; Activision; Rockstar; Sega; Konami,,,11,2,False,,True
247games.com,unclassified,AS16509,US,OK,Activision; Rockstar; Sega; Konami,ISO,,5,2,False,,True
247slots.org,unclassified,AS16509,US,OK,Ubisoft; Activision; Rockstar; Sega; Konami,,,6,2,False,,True
25-in-1-games-gamebanjo-ios.soft112.com,mobile,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
2dark-pc-download.webnode.page,unclassified,,,EMPTY,,,,0,0,False,,False
2dark.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
2xko.riotgames.com,unclassified,,,OK,Sony; Ubisoft; Activision; Rockstar; Sega; Konami; Valve,,,3,4,True,2026,False
30xx.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
32r.com,unclassified,,,OK,Nintendo; Square Enix; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; FromSoftware; Valve,,,0,4,True,2026,False
33pcgames.com,unclassified,,,EMPTY,,,,0,0,False,,False
3c.yipee.cc,unclassified,AS13335,US,OK,Nintendo; Activision; Rockstar; CD Projekt,ROM,,1,4,True,2026,False
3d-escape-game-chinese-room-ios.soft112.com,ROM,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
3d-escape-room-detective-story.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
3d-escape-room-mystic-manor-ios.soft112.com,mobile,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
3d-imposter-online.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,4,4,True,2026,True
3djuegos.com,unclassified,AS16509,US,OK,Nintendo; Capcom; Sony; Ubisoft; Activision; Rockstar; Bethesda; Bandai Namco; Konami; CD Projekt; 2K Games; Microsoft; Valve,,,5,4,True,2026,True
3dmgame.com,unclassified,,,EMPTY,,,,0,0,False,,False
3ds.hacks.guide,ROM,,,OK,Nintendo; Sony; Activision; Rockstar,,,0,3,True,2025,True
3dsdb.com,ROM,AS16276,CA,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; Microsoft; Valve,repack; ROM,,0,5,True,2026,True
3dsroms.org,ROM,AS206170,SE,OK,Nintendo; Sony; Activision; Rockstar; Sega,ROM,,1,4,True,2026,True
3yearsapart.com,unclassified,AS13335,US,OK,Nintendo; Sony; EA; Ubisoft; Activision; Rockstar; Sega,PKG,,2,4,True,2026,True
44torrent.games,torrent,AS50979,US,OK,Square Enix; Capcom; Sony; EA; Activision; Rockstar; Bethesda; Bandai Namco; Konami; CD Projekt; 2K Games; Valve,repack,,6,5,True,2026,True
4ddig.tenorshare.com,unclassified,,,OK,Nintendo; Ubisoft; Rockstar; Konami,,,4,4,True,2026,True
4fnet.org,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; Activision; Rockstar; Konami; CD Projekt,,,1,4,True,2026,True
4gamer.net,unclassified,AS63779,JP,ERROR,,,,0,0,False,,False
4pda.to,unclassified,AS13335,US,OK,Square Enix,,,3,1,False,2024,False
4ukey.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Konami,ISO,,7,4,True,2026,True
50-in-1-game-casual-online-puzzle-sports-games.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
5tv5.ru,unclassified,AS42610,RU,EMPTY,,,,0,0,False,,False
666w55.com,unclassified,,,OK,Nintendo; EA; Activision; Sega; Konami,APK,,0,4,True,2026,True
66game.cn,unclassified,AS55990,CN,OK,Square Enix,ROM,,0,3,True,2026,False
720pstream.me,unclassified,AS215740,US,OK,Nintendo; Square Enix; Capcom; EA; Activision; Rockstar,,,4,4,True,2026,False
77x666.com,unclassified,AS16509,US,OK,Nintendo; EA; Activision; Sega; Konami,APK,,0,4,True,2026,True
7torrents.cc,torrent,,,OK,Activision,,,0,1,False,,False
890b.cc,unclassified,,,EMPTY,,,,0,0,False,,False
89f.my,unclassified,,,OK,Nintendo; Square Enix; EA; Activision; Sega; Konami,APK,,0,4,True,2026,True
8pk365.com,unclassified,AS8075,US,OK,Nintendo; EA; Activision; Sega; Konami,APK,,0,4,True,2026,True
9-childs-st.en.download.it,unclassified,AS13335,US,OK,,,,3,1,False,,False
9-childs-street.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
9-monkeys-of-shaolin.updatestar.com,unclassified,AS13335,US,OK,Capcom,,,0,1,False,,False
90122223.xyz,unclassified,AS15169,US,OK,Sony; Activision,ROM,,1,3,True,2026,False
99vidas.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
99vidas.ru.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Konami,,,8,2,False,2023,False
99vidas.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Sega; Konami,,,8,2,False,2023,True
99vidasthegame.qubyteinteractive.com,unclassified,,,EMPTY,,,,0,0,False,,False
9game.cn,unclassified,AS37963,CN,EMPTY,,,,0,0,False,,False
9ioldgame.com,unclassified,,,EMPTY,,,,0,0,False,,False
9jarocks.net,unclassified,AS13335,US,OK,Nintendo; Sony; Ubisoft; Activision; Rockstar; Konami,,,1,4,True,2026,False
a-knights-quest.en.download.it,unclassified,AS13335,US,OK,,,,3,1,False,,False
a-knights-quest.en.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Bandai Namco; Konami,,,11,3,True,,False
a-knights-quest.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Sega; Konami; Valve,,,8,3,True,,True
a-little-golf-journey.en.softonic.com,unclassified,,,EMPTY,,,,0,0,False,,False
a-little-golf-journey.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
a-night-in-prison.luadist.org,ROM,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
a10.com,unclassified,AS14618,US,OK,Activision; Rockstar; Konami; Valve,,,4,4,True,2026,True
a2z.a2zapk.com,mobile,AS13335,US,OK,Nintendo; Capcom; Activision; Rockstar; Sega,APK,,37,4,True,2026,True
a2zapk.io,mobile,AS13335,US,OK,Nintendo; Capcom; Activision; Rockstar; Sega,APK,,37,4,True,2026,True
aaolindia-com.mutawakkil.com,unclassified,AS14061,US,OK,Activision; Rockstar; Sega; Konami,repack,,5,5,True,2026,True
abbyy-lingvo.download-windows.org,unclassified,AS210644,CH,OK,Nintendo; Sony; CD Projekt,ISO; APK,,1,3,True,2025,False
abiword.en.lo4d.com,unclassified,AS13213,US,OK,Ubisoft; Activision; Rockstar; Sega; Konami,,,1,4,True,2026,True
abkhaz-auto.ru,unclassified,AS29182,RU,OK,Activision,,,0,3,True,2026,True
about.crazygames.com,unclassified,AS13335,US,OK,Square Enix; Activision; Konami,,,1,2,False,,False
about.idcgames.com,unclassified,AS16276,FR,OK,Sony; Activision; Konami; Microsoft,,,2,2,False,,True
about.me,unclassified,AS13335,US,OK,Capcom; Activision; Rockstar; Sega; Konami,ISO; torrent,,4,5,True,2026,False
academictorrents.com,torrent,AS13335,US,OK,Sony; Activision; Rockstar,,,0,2,False,,True
accessify.com,unclassified,AS14618,US,OK,Activision; Rockstar,,,4,3,True,2026,False
account.gameforge.com,unclassified,AS47195,DE,OK,Nintendo; Ubisoft; Activision; Sega; Valve,,,0,2,False,,True
acestream.org,unclassified,AS12876,GB,OK,Rockstar,,,3,1,False,,True
acmarket.net,unclassified,AS13335,US,OK,Rockstar,,,3,1,False,,True
acrobat.download-windows.org,unclassified,AS210644,CH,OK,Nintendo; Sony; CD Projekt,torrent,,1,4,True,2025,True
acrylic-nails-crazy-labs-by-tabtale.ru.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,9,4,True,2026,True
actions-services.en.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega,ISO; ROM; APK,,9,4,True,2026,True
adarkroom.fandom.com,unclassified,,,OK,Capcom,,,0,1,False,,False
addictinggames.com,unclassified,AS13335,US,OK,Nintendo; Ubisoft; Activision; Konami,,,2,4,True,2026,True
addictivetips.com,unclassified,AS16509,US,OK,Nintendo; Square Enix; Sony; Activision; Rockstar,ISO; torrent,,10,5,True,2026,True
addons.mozilla.org,unclassified,AS54113,US,OK,Nintendo; Square Enix; Sony; Ubisoft; Activision; Rockstar; Sega; Konami,,,3,4,True,2026,False
adfly.site,unclassified,AS13335,US,OK,Activision,,,0,3,True,2026,True
adigitaldreamer.com,unclassified,AS32244,US,OK,Activision; Rockstar; Microsoft,,,0,3,True,2025,True
adobe-acrobat-professional.software.informer.com,unclassified,AS13335,US,OK,Capcom; Activision; Rockstar; Konami,,,1,4,True,2026,True
adobe-acrobat-reader-dc.en.softmany.com,unclassified,AS13335,US,OK,Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,ISO,,9,4,True,2026,True
adobe-illustrator.download-windows.org,unclassified,AS210644,CH,OK,Sony,ISO; torrent,,1,3,True,2025,True
adobe-indesign.download-windows.org,unclassified,AS210644,CH,OK,Sony,ISO; torrent,,1,3,True,2025,True
adobe-photoshop-cc-2017.download-windows.org,unclassified,AS210644,CH,OK,Sony,ISO; torrent,,1,3,True,2025,True
adslzone.net,unclassified,AS60068,GB,OK,Nintendo; Square Enix; Sony; EA; Activision; Rockstar; Bethesda; Sega; Konami; Valve,,,14,4,True,2026,True
adultgameson.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,DDL,rapidgator.net,3,4,True,2026,True
advanced-task-killer.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games,ISO; APK,,1,4,True,2026,True
adventuregamehotspot.com,unclassified,AS46844,US,OK,Nintendo; Ubisoft,,,6,3,True,2026,False
adventuregamestudio.co.uk,unclassified,AS14061,US,OK,Nintendo; Ubisoft; Activision; Rockstar; Sega,,,7,4,True,2026,False
afilmywap.bet,unclassified,AS13335,US,OK,Capcom,,,0,1,False,,False
agame.com,unclassified,AS13335,US,OK,Activision; Microsoft; Valve,,,4,4,True,2026,True
agar-io.apponic.com,unclassified,,,EMPTY,,,,0,0,False,,False
agar-io.en.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; Activision; Rockstar; Bandai Namco; Konami,,,10,4,True,2026,False
agelong-tree.software.informer.com,unclassified,AS13335,US,OK,Capcom; Activision; Rockstar; Konami,,,1,4,True,2026,True
agfy.to,unclassified,AS16509,US,EMPTY,,,,0,0,False,,False
aha-games.en.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM,,10,4,True,2026,True
ahrefstop.com,unclassified,AS13335,US,OK,,,,2,3,True,2026,False
aimhaven.com,unclassified,,,OK,Nintendo; Sony; Ubisoft; Activision; Rockstar; Bethesda; Sega; Konami,,,1,4,True,2026,True
aiming-expert-for-8-ball-pool.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,APK,,5,4,True,2026,True
aiosearch.com,mobile,AS13335,US,OK,Sega,DDL,,5,3,True,2026,True
akjassociates.com,unclassified,AS16509,US,OK,Nintendo; Sony; Activision; Rockstar; Sega; Konami; CD Projekt,,,2,4,True,2026,True
alamy.com,unclassified,AS16509,US,OK,Nintendo; Activision; Rockstar; Konami,ISO,,6,4,True,2026,False
alanhawk.net,unclassified,AS16509,US,EMPTY,,,,0,0,False,,False
alarmview-ios.soft112.com,mobile,,,OK,Square Enix; Capcom; EA; Activision; Sega; Konami; Valve,,,5,4,True,2026,True
alarmview.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Sega; Konami; Valve,,,5,4,True,2026,True
alephone.lhowon.org,unclassified,AS16509,US,OK,Activision,,,3,2,True,2025,False
alexia-visual-novel-engine.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,5,4,True,2026,True
ali213.net,unclassified,,,OK,Nintendo; Square Enix; Capcom; EA; Activision; Rockstar; Bethesda; Bandai Namco; Sega; 2K Games; Valve,,,2,4,True,2026,False
alinelcocubkids.wixsite.com,unclassified,,,OK,Activision,,,0,1,False,,False
all-free-download.com,unclassified,AS16276,US,OK,Square Enix; Ubisoft; Activision; Rockstar; Sega; Konami,,,2,4,True,2026,True
all-freemagazines.com,ROM,AS13335,US,OK,Nintendo; Activision,PKG,,1,1,False,,False
all-my-gods.luadist.org,unclassified,AS13335,US,OK,Nintendo; Square Enix; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,,,2,4,True,2026,True
allfon.net,unclassified,AS35807,RU,OK,Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; FromSoftware; 2K Games,,,0,2,False,,False
allfreeprintable.com,unclassified,AS47583,DE,OK,Nintendo; Ubisoft; Activision; Rockstar; Konami,,,2,4,True,2026,False
allgames.zone,unclassified,AS13335,US,OK,Nintendo; Capcom; Sony; Ubisoft; Rockstar; Bethesda; 2K Games,repack,,1,5,True,2026,True
allgamesatoz.com,unclassified,AS30148,US,OK,Nintendo; Square Enix; EA; Activision; Rockstar; Bethesda; Konami; 2K Games; Valve,ROM; PKG,,0,2,False,2023,True
allkey.org,unclassified,AS59504,RU,OK,Konami,,,8,3,True,2026,False
allkeyshop.com,unclassified,AS16276,FR,OK,Nintendo; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Bethesda; Bandai Namco; Sega; CD Projekt; FromSoftware; 2K Games; Microsoft; Valve,,,0,4,True,2026,True
allmyroms.net,ROM,AS13335,US,OK,Nintendo; Square Enix; Rockstar; Bandai Namco; Microsoft,ROM,,0,4,True,2026,False
allods.my.games,unclassified,AS200784,NL,OK,Nintendo; Ubisoft; Activision; Konami; CD Projekt; Valve,,,0,4,True,2026,False
allpcworld.com,unclassified,AS13335,US,OK,Nintendo; Capcom; Activision; Konami,,,1,4,True,2026,True
allrepack.ru,repack,AS43513,LV,OK,Ubisoft; Activision,repack,,1,4,True,2026,True
alltorrents.net,torrent,AS58061,AE,EMPTY,,,,0,0,False,,False
allwinapps.com,unclassified,AS30083,DE,OK,Nintendo; Activision; Rockstar,,,3,3,True,2025,True
alphabetagamer.com,unclassified,AS55293,US,OK,Nintendo; Sony; Activision; Konami,,,2,4,True,2026,True
alphacoders.com,unclassified,AS13335,US,OK,Capcom; Activision,,,0,1,False,,False
alpharatio.cc,unclassified,AS13335,US,OK,,,,0,1,False,,False
alternativeevents.co.uk,unclassified,AS15169,US,OK,Ubisoft; Activision; Rockstar,ROM,,3,4,True,2026,True
alwaysvpn.com,unclassified,AS209242,US,OK,Nintendo; Sony; Activision; Sega,,,1,4,True,2026,True
americas.rwe.com,unclassified,,,OK,Activision; Konami; Valve,,,6,4,True,2026,True
amigagameselector.co.uk,unclassified,AS13335,US,OK,Sony; Activision,,,4,2,True,2025,False
androeed.ru,unclassified,AS9123,SC,OK,Nintendo; Square Enix; Ubisoft; Activision; Rockstar,APK,,10,4,True,2026,True
androeed.store,unclassified,AS9123,SC,OK,Nintendo; Square Enix; Ubisoft; Activision; Rockstar; Konami,APK,,9,4,True,2026,True
android-accessibility-suite.en.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
android-igry.ru,mobile,AS9123,RU,OK,Activision; Bethesda,,,4,3,True,2026,True
android-zone.ws,mobile,AS13335,US,OK,Capcom; Sony; Ubisoft; Activision; Rockstar; Konami,,,2,4,True,2026,True
androidlist.co.kr,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; EA; Activision; Rockstar; Bandai Namco; Sega; Konami,APK,,237,4,True,2026,True
androidlist.jp,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Bandai Namco; Sega; Konami; Valve,APK,,246,4,True,2026,True
androidlista.com,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Activision; Rockstar; Bethesda; Bandai Namco; Sega; Konami; 2K Games; Microsoft; Valve,APK,,97,4,True,2026,True
androidlista.com.br,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Activision; Rockstar; Bethesda; Bandai Namco; Sega; Konami; 2K Games; Valve,APK,,248,4,True,2026,True
androidlista.fr,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; EA; Ubisoft; Activision; Rockstar; Sega; Konami; 2K Games; Valve,ROM; APK,,248,4,True,2026,True
androidliste.de,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; Sony; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; Valve,APK,,246,4,True,2026,True
androidmentor.io,mobile,AS13335,US,OK,Capcom; Activision; Rockstar; Bandai Namco; Sega; Konami,APK,,6,4,True,2026,True
androidout.com,mobile,AS13335,US,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Bethesda; Sega; Konami; 2K Games; Valve,APK,,248,4,True,2026,True
androidoyun.club,mobile,AS13335,US,OK,Activision; Rockstar,APK,,1,3,True,2026,True
androidvip.net,mobile,AS24961,DE,OK,Ubisoft; Activision; Rockstar; Bandai Namco; Sega; CD Projekt,APK,,3,4,True,2026,False
androvid-video-trimmer.soft112.com,unclassified,,,OK,Square Enix; Capcom; Activision; Konami; Valve,,,4,4,True,2026,True
angry-birds-friends.apk.cafe,mobile,AS60144,LV,OK,Capcom; Activision; Konami; 2K Games,APK,,6,4,True,2026,True
angry-birds.apk.cafe,mobile,AS60144,LV,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami; 2K Games,ISO; APK,,4,4,True,2026,True
anime-sharing.com,unclassified,AS13335,US,OK,Nintendo; Sony; Ubisoft; Activision; Rockstar; 2K Games,ISO; DDL,,0,4,True,2026,True
anime-torrent.com,torrent,,,EMPTY,,,,0,0,False,,False
anime.green,unclassified,,,EMPTY,,,,0,0,False,,False
animelab.en.aptoide.com,unclassified,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Bandai Namco; Sega; Konami,ISO; ROM,,9,4,True,2026,True
annapurnainteractive.com,unclassified,AS398101,US,OK,Nintendo; Sony; Ubisoft; Rockstar; Sega; Konami,,,3,4,True,2026,False
anniversary.mnu.edu,unclassified,,,EMPTY,,,,0,0,False,,False
anon.to,unclassified,AS13335,US,OK,Sega,,,2,1,False,,False
anthropiccopyrightsettlement.com,unclassified,AS8075,US,OK,Nintendo; Square Enix; Ubisoft; Activision; Sega; Konami,,,3,4,True,2026,True
anunziointernational.com,unclassified,AS13335,US,OK,,,,1,1,False,,False
anydebrid.com,unclassified,AS13335,US,OK,EA; Ubisoft; Activision; Konami,DDL,send.cm,2,4,True,2026,False
anydesk.en.lo4d.com,unclassified,AS13213,US,OK,Activision; Rockstar; Sega,,,1,4,True,2026,True
anygame.net,unclassified,,,OK,Nintendo; Sony; EA; Activision; Rockstar; Microsoft,repack; ISO; APK,,1,5,True,2026,True
apex-legends.en.softonic.com,unclassified,,,EMPTY,,,,0,0,False,,False
apex-legends.en.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; EA; Activision; Rockstar; Konami; Valve,,,11,3,True,2025,False
apex-legends.uptodown.com,unclassified,,,OK,Square Enix; Capcom; Sony; EA; Activision; Rockstar; Sega; Konami; Valve,,,11,3,True,2025,True
apk-done.com,mobile,AS13335,US,OK,Nintendo; Capcom; Activision; Rockstar,APK,,5,3,True,2025,True
apk-downloader-apps-and-games-download.ar.aptoide.com,mobile,,,OK,Nintendo; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.bd.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.bg.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.br.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.cn.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,7,4,True,2026,True
apk-downloader-apps-and-games-download.de.aptoide.com,mobile,,,OK,Nintendo; Square Enix; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.en.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.es.aptoide.com,mobile,,,EMPTY,,,,0,0,False,,False
apk-downloader-apps-and-games-download.fr.aptoide.com,mobile,,,EMPTY,,,,0,0,False,,False
apk-downloader-apps-and-games-download.gr.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.hu.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.id.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK; IPA,,9,4,True,2026,True
apk-downloader-apps-and-games-download.in.aptoide.com,mobile,,,EMPTY,,,,0,0,False,,False
apk-downloader-apps-and-games-download.ir.aptoide.com,mobile,,,OK,Nintendo; Square Enix; Capcom; Ubisoft; Activision; Rockstar; Sega; Konami,ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.it.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.kr.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.mm.aptoide.com,mobile,,,EMPTY,,,,0,0,False,,False
apk-downloader-apps-and-games-download.mr.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
apk-downloader-apps-and-games-download.nl.aptoide.com,mobile,,,EMPTY,,,,0,0,False,,False
apk-downloader-apps-and-games-download.pa.aptoide.com,mobile,,,OK,Nintendo; Capcom; EA; Ubisoft; Activision; Rockstar; Sega; Konami,ISO; ROM; APK,,9,4,True,2026,True
